,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,own_goals,opta_index,value,transfers_balance,selected,transfers_in,transfers_out
1926,255,229,1,0,True,2024-11-23T16:00:00Z,0,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,44,-27,4507,0,27
1927,255,236,5,0,False,2024-12-01T16:00:00Z,2,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,44,-21,4471,0,21
1928,243,1,5,2,True,2024-03-31T16:00:00Z,1,2,1,71,0,0,0,1,0,0,0,0,0,0,0,0.000000,65,0,4805,0,0
1929,243,13,13,10,False,2024-04-07T15:00:00Z,0,1,2,75,1,0,1,0,0,0,0,0,0,2,0,0.000000,65,-489,4486,41,530
1930,243,19,12,2,True,2024-04-14T15:00:00Z,2,2,3,90,0,0,0,2,0,0,0,0,0,0,0,0.000000,65,1168,5965,1218,50
1931,243,25,9,6,False,2024-04-17T16:00:00Z,1,2,3,22,1,0,0,0,0,0,0,0,0,0,0,0.000000,65,1168,5965,1218,50
1932,243,27,2,2,False,2024-04-21T15:00:00Z,2,0,4,90,0,0,0,2,0,0,0,0,0,0,0,0.000000,65,-699,5078,335,1034
1933,243,41,16,2,True,2024-04-28T17:15:00Z,3,3,5,83,0,0,0,1,0,0,0,0,0,0,0,0.000000,65,-297,4819,199,496
1934,243,46,3,2,True,2024-05-05T15:00:00Z,0,2,6,90,0,0,0,2,0,0,0,0,0,0,0,0.000000,65,-391,4436,164,555
1935,243,56,15,2,False,2024-05-12T15:00:00Z,4,0,7,62,0,0,0,2,0,0,0,0,0,0,0,0.000000,65,-278,4165,72,350
1936,243,62,9,1,True,2024-05-16T16:00:00Z,0,4,8,12,0,0,0,1,0,0,0,0,0,0,0,0.000000,64,-702,3462,15,717
1937,243,67,6,1,False,2024-05-20T15:00:00Z,0,0,9,30,0,0,0,0,0,0,0,0,0,0,0,0.000000,63,-484,2982,7,491
1938,243,77,8,3,True,2024-05-26T15:00:00Z,2,1,10,88,0,0,1,0,0,0,0,0,0,0,0,0.000000,63,-290,2561,7,297
1939,243,90,14,10,False,2024-06-02T15:00:00Z,1,1,11,90,1,0,0,1,0,0,0,0,0,3,0,0.000000,62,-151,2557,3,154
1940,243,96,7,0,True,2024-06-28T17:00:00Z,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,62,5,2572,62,57
1941,243,107,11,0,False,2024-07-07T17:15:00Z,2,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,62,-129,2440,0,129
1942,243,112,4,2,True,2024-07-13T15:00:00Z,1,2,14,66,0,0,0,2,0,0,0,0,0,0,0,0.000000,62,-65,2377,6,71
1943,243,117,1,2,False,2024-07-19T17:00:00Z,3,1,15,64,0,0,0,2,0,0,0,0,0,0,0,0.000000,62,-46,2328,6,52
1944,243,128,14,0,True,2024-07-28T15:00:00Z,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,62,-161,2167,3,164
1945,243,142,13,0,True,2024-08-11T15:00:00Z,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,62,-38,2033,0,38
1946,243,147,4,0,False,2024-08-18T15:00:00Z,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,62,-34,1997,0,34
1947,243,158,11,0,True,2024-08-25T17:15:00Z,1,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,62,-45,1954,0,45
1948,243,162,3,0,False,2024-08-31T16:00:00Z,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,62,-27,1930,0,27
1949,243,173,15,0,True,2024-09-15T12:30:00Z,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,62,-21,1909,0,21
1950,243,181,7,0,False,2024-09-22T15:00:00Z,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,62,-10,1899,0,10
1951,243,189,6,0,True,2024-09-29T15:00:00Z,1,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,62,-13,1886,0,13
1952,243,200,16,0,False,2024-10-20T15:00:00Z,3,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,62,-11,1874,0,11
1953,243,205,8,0,False,2024-10-27T16:00:00Z,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,62,-2,1873,0,2
1954,243,213,2,0,True,2024-11-03T16:00:00Z,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,62,-4,1869,0,4
1955,243,222,12,0,False,2024-11-10T16:00:00Z,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,62,-4,1862,0,4
1956,243,229,1,0,True,2024-11-23T16:00:00Z,0,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,62,-6,1859,0,6
1957,243,236,5,0,False,2024-12-01T16:00:00Z,2,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,62,-3,1854,0,3
1958,239,1,5,2,True,2024-03-31T16:00:00Z,1,2,1,77,0,0,0,1,0,0,0,0,0,0,0,0.000000,45,0,13674,0,0
1959,239,13,13,2,False,2024-04-07T15:00:00Z,0,1,2,90,0,0,1,0,0,0,1,0,0,0,0,0.000000,45,-613,13452,137,750
1960,239,19,12,1,True,2024-04-14T15:00:00Z,2,2,3,85,0,0,0,2,0,0,1,0,0,0,0,0.000000,45,-478,12912,91,569
1961,239,25,9,4,False,2024-04-17T16:00:00Z,1,2,3,90,0,0,0,1,0,0,0,0,0,2,0,0.000000,45,-478,12912,91,569
1962,239,27,2,2,False,2024-04-21T15:00:00Z,2,0,4,90,0,0,0,2,0,0,0,0,0,0,0,0.000000,45,-1144,11899,222,1366
1963,239,41,16,0,True,2024-04-28T17:15:00Z,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,45,-571,11342,245,816
1964,239,46,3,2,True,2024-05-05T15:00:00Z,0,2,6,90,0,0,0,2,0,0,0,0,0,0,0,0.000000,44,-885,10458,126,1011
1965,239,56,15,0,False,2024-05-12T15:00:00Z,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,44,-661,9804,41,702
1966,239,62,9,0,True,2024-05-16T16:00:00Z,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,44,-1231,8573,11,1242
1967,239,67,6,6,False,2024-05-20T15:00:00Z,0,0,9,90,0,0,1,0,0,0,0,0,0,3,0,0.000000,43,-751,7827,7,758
1968,239,77,8,6,True,2024-05-26T15:00:00Z,2,1,10,72,0,0,1,0,0,0,0,0,0,3,0,0.000000,43,-287,7180,12,299
1969,239,90,14,2,False,2024-06-02T15:00:00Z,1,1,11,85,0,0,0,1,0,0,0,0,0,0,0,0.000000,43,-190,7375,20,210
1970,239,96,7,0,True,2024-06-28T17:00:00Z,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,43,-199,7161,21,220
1971,239,107,11,0,False,2024-07-07T17:15:00Z,2,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,43,-255,6922,6,261
1972,239,112,4,1,True,2024-07-13T15:00:00Z,1,2,14,45,0,0,0,1,0,0,0,0,0,0,0,0.000000,43,-202,6717,1,203
1973,239,117,1,2,False,2024-07-19T17:00:00Z,3,1,15,64,0,0,0,2,0,0,0,0,0,0,0,0.000000,43,-238,6450,3,241
1974,239,128,14,3,True,2024-07-28T15:00:00Z,2,0,16,76,0,0,1,0,0,0,0,0,0,0,0,0.000000,43,-212,6262,4,216
1975,239,142,13,2,True,2024-08-11T15:00:00Z,1,1,18,75,0,0,0,1,0,0,0,0,0,0,0,0.000000,43,-64,6071,7,71
1976,239,147,4,1,False,2024-08-18T15:00:00Z,1,0,19,57,0,0,0,0,0,0,0,0,0,0,0,0.000000,43,-62,5983,9,71
1977,239,158,11,0,True,2024-08-25T17:15:00Z,1,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,43,-120,5887,3,123
1978,239,162,3,0,False,2024-08-31T16:00:00Z,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,43,-109,5781,2,111
1979,239,173,15,0,True,2024-09-15T12:30:00Z,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,43,-81,5679,1,82
1980,239,181,7,0,False,2024-09-22T15:00:00Z,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,43,-61,5641,1,62
1981,239,189,6,0,True,2024-09-29T15:00:00Z,1,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,43,-43,5599,1,44
1982,239,200,16,1,False,2024-10-20T15:00:00Z,3,3,25,12,0,0,0,2,0,0,0,0,0,0,0,0.000000,43,-23,5575,1,24
1983,239,205,8,1,False,2024-10-27T16:00:00Z,3,0,26,26,0,0,0,1,0,0,0,0,0,0,0,0.000000,43,-5,5571,1,6
1984,239,213,2,0,True,2024-11-03T16:00:00Z,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,43,-10,5561,2,12
1985,239,222,12,2,False,2024-11-10T16:00:00Z,1,0,28,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,43,-6,5556,1,7
1986,239,229,1,2,True,2024-11-23T16:00:00Z,0,2,29,90,0,0,0,2,0,0,0,0,0,0,0,0.000000,43,-11,5539,1,12
1987,239,236,5,1,False,2024-12-01T16:00:00Z,2,1,30,90,0,0,0,2,0,0,1,0,0,0,0,0.000000,43,1,5536,5,4
1988,120,1,10,0,False,2024-03-31T16:00:00Z,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,0,213,0,0
1989,120,12,8,0,True,2024-04-07T15:00:00Z,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-29,201,3,32
1990,120,21,15,0,False,2024-04-14T15:00:00Z,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-28,172,0,28
1991,120,28,11,0,True,2024-04-21T15:00:00Z,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-11,164,0,11
1992,120,38,9,0,False,2024-04-28T15:00:00Z,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-11,153,0,11
1993,120,44,6,0,True,2024-05-05T15:00:00Z,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-7,146,0,7
1994,120,52,4,0,False,2024-05-12T15:00:00Z,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-8,138,0,8
1995,120,61,7,0,True,2024-05-16T16:00:00Z,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-8,130,0,8
1996,120,72,14,0,False,2024-05-20T15:00:00Z,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-2,128,0,2
1997,120,76,12,0,True,2024-05-26T15:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-4,120,0,4
1998,120,87,1,0,True,2024-06-02T15:00:00Z,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-1,123,0,1
1999,120,103,13,0,True,2024-07-07T15:00:00Z,1,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-2,117,0,2
2000,120,115,2,0,False,2024-07-13T17:15:00Z,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-1,116,0,1
2001,120,121,16,0,True,2024-07-21T15:00:00Z,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,0,116,0,0
2002,120,129,12,0,False,2024-07-28T15:00:00Z,4,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-1,115,0,1
2003,120,132,1,1,False,2024-08-03T16:00:00Z,4,2,17,7,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-1,114,0,1
2004,120,139,4,0,True,2024-08-10T14:00:00Z,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,0,114,0,0
2005,120,145,3,0,False,2024-08-14T17:00:00Z,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,0,114,0,0
2006,120,151,13,0,False,2024-08-18T15:00:00Z,2,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-1,114,0,1
2007,120,155,3,1,True,2024-08-25T15:00:00Z,1,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,1,115,1,0
2008,120,165,7,0,False,2024-09-01T15:00:00Z,2,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,0,115,1,1
2009,120,170,14,0,True,2024-09-15T15:00:00Z,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,0,114,0,0
2010,120,182,11,0,False,2024-09-22T15:00:00Z,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-1,114,0,1
2011,120,186,2,0,True,2024-09-28T16:00:00Z,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,3,117,3,0
2012,120,195,6,0,False,2024-10-20T15:00:00Z,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,0,117,0,0
2013,120,204,9,0,True,2024-10-27T16:00:00Z,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,0,117,0,0
2014,120,211,8,0,False,2024-11-03T16:00:00Z,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,0,116,0,0
2015,120,220,15,0,True,2024-11-10T16:00:00Z,2,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,0,117,0,0
2016,120,232,16,0,False,2024-11-23T16:00:00Z,5,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,1,118,1,0
2017,120,236,10,0,True,2024-12-01T16:00:00Z,2,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,1,117,1,0
2018,266,5,12,4,True,2024-04-01T15:00:00Z,2,0,1,30,1,0,0,0,0,0,1,0,0,0,0,0.000000,100,0,2484,0,0
2019,266,14,14,1,False,2024-04-07T15:00:00Z,1,0,2,31,0,0,0,1,0,0,0,0,0,0,0,0.000000,101,3290,6648,3380,90
2020,266,20,4,2,True,2024-04-14T15:00:00Z,1,0,3,74,0,0,1,0,0,0,0,0,0,0,0,0.000000,101,-152,6662,300,452
2021,266,28,5,11,False,2024-04-21T15:00:00Z,1,3,4,77,2,0,0,1,0,1,0,0,0,3,0,0.000000,101,-637,6060,121,758
2022,266,34,1,6,True,2024-04-27T16:00:00Z,1,3,5,90,1,0,0,3,0,0,0,0,0,0,0,0.000000,101,853,7045,1211,358
2023,266,42,2,2,False,2024-05-04T16:00:00Z,3,0,6,60,0,0,0,2,0,0,0,0,0,0,0,0.000000,103,2719,9898,2935,216
2024,266,50,9,6,False,2024-05-11T16:00:00Z,2,2,7,90,1,0,0,2,0,0,0,0,0,0,0,0.000000,103,-83,9828,390,473
2025,266,63,6,1,True,2024-05-16T16:00:00Z,1,3,8,5,0,0,0,0,0,0,0,0,0,0,0,0.000000,104,2645,12580,2745,100
2026,266,73,15,0,False,2024-05-20T17:15:00Z,3,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,103,-5395,7133,19,5414
2027,266,78,7,0,True,2024-05-26T15:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,102,-1339,5653,2,1341
2028,266,92,3,0,True,2024-06-02T17:15:00Z,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,102,-802,5038,3,805
2029,266,99,16,5,False,2024-06-30T13:00:00Z,4,2,12,28,1,0,0,3,0,0,0,0,0,0,0,0.000000,101,-221,4831,25,246
2030,266,107,10,1,True,2024-07-07T17:15:00Z,2,1,13,31,0,0,0,1,0,0,0,0,0,0,0,0.000000,101,907,5764,946,39
2031,266,109,13,5,False,2024-07-12T17:00:00Z,4,1,14,30,1,0,0,1,0,0,0,0,0,0,0,0.000000,101,57,5818,223,166
2032,266,125,3,5,False,2024-07-27T16:00:00Z,2,2,16,31,1,0,0,0,0,0,0,0,0,0,0,0.000000,102,576,7497,775,199
2033,266,136,15,2,True,2024-08-04T17:15:00Z,1,0,17,71,0,0,1,0,0,0,0,0,0,0,0,0.000000,103,613,8117,777,164
2034,266,140,6,1,False,2024-08-11T15:00:00Z,1,0,18,66,0,0,0,1,0,0,1,0,0,0,0,0.000000,103,528,8626,626,98
2035,266,150,16,0,True,2024-08-18T17:15:00Z,2,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,104,2739,12547,2860,121
2036,266,124,8,0,True,2024-08-21T17:00:00Z,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,104,2739,12547,2860,121
2037,266,158,10,0,False,2024-08-25T17:15:00Z,1,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,104,-2826,8479,101,2927
2038,266,166,9,3,True,2024-09-01T15:00:00Z,2,1,21,18,0,1,0,0,0,0,1,0,0,0,0,0.000000,103,-1902,6584,20,1922
2039,266,171,8,1,False,2024-09-15T17:15:00Z,1,1,22,4,0,0,0,0,0,0,0,0,0,0,0,0.000000,103,-541,5769,43,584
2040,266,182,5,5,True,2024-09-22T15:00:00Z,4,0,23,15,1,0,0,0,0,0,0,0,0,0,0,0.000000,103,-282,5812,61,343
2041,266,190,12,0,False,2024-09-29T17:15:00Z,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,103,-57,5755,101,158
2042,266,198,2,1,True,2024-10-20T12:30:00Z,1,2,25,12,0,0,0,0,0,0,0,0,0,0,0,0.000000,103,-246,5508,29,275
2043,266,201,1,1,False,2024-10-28T18:00:00Z,2,3,26,6,0,0,0,0,0,0,0,0,0,0,0,0.000000,102,37,5560,121,84
2044,266,214,14,1,True,2024-11-03T18:15:00Z,1,0,27,45,0,0,0,0,0,0,0,0,0,0,0,0.000000,102,71,5656,151,80
2045,266,219,4,7,False,2024-11-10T16:00:00Z,0,2,28,55,1,0,0,0,0,0,0,0,0,2,0,0.000000,102,-42,5604,66,108
2046,266,230,13,2,True,2024-11-23T16:00:00Z,1,1,29,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,103,438,6255,466,28
2047,266,237,7,5,False,2024-12-01T16:00:00Z,0,4,30,85,0,1,1,0,0,0,0,0,0,0,0,0.000000,103,236,6675,314,78
2048,233,4,14,3,True,2024-04-01T15:00:00Z,4,0,1,90,0,0,1,0,0,0,0,0,0,0,0,0.000000,55,0,4606,0,0
2049,233,11,4,7,False,2024-04-07T15:00:00Z,0,1,2,90,0,1,1,0,0,0,0,0,0,1,0,0.000000,55,139,5265,341,202
2050,233,18,7,3,True,2024-04-14T15:00:00Z,2,0,3,90,0,0,1,0,0,0,0,0,0,0,0,0.000000,55,1070,6461,1167,97
2051,233,25,10,1,True,2024-04-17T16:00:00Z,1,2,3,59,0,0,0,1,0,0,0,0,0,0,0,0.000000,55,1070,6461,1167,97
2052,233,33,1,1,False,2024-04-21T17:15:00Z,1,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0.000000,55,-278,6212,209,487
2053,233,38,5,0,True,2024-04-28T15:00:00Z,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,55,-1849,4357,12,1861
2054,233,47,12,0,False,2024-05-05T15:00:00Z,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,54,-773,3602,7,780
2055,233,50,11,0,True,2024-05-11T16:00:00Z,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,54,-302,3300,4,306
2056,233,62,10,0,False,2024-05-16T16:00:00Z,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,54,-257,3046,3,260
2057,233,70,13,0,True,2024-05-20T15:00:00Z,2,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,54,-181,2865,1,182
2058,233,81,2,1,False,2024-05-26T17:15:00Z,1,3,10,17,0,0,0,0,0,0,0,0,0,0,0,0.000000,54,-112,2735,2,114
2059,233,86,16,2,True,2024-06-02T12:30:00Z,2,2,11,90,0,0,0,2,0,0,0,0,0,0,0,0.000000,54,-29,2734,15,44
2060,233,98,15,3,False,2024-06-28T19:15:00Z,0,2,12,90,0,0,1,0,0,0,0,0,0,0,0,0.000000,54,-8,2730,11,19
2061,233,106,8,2,True,2024-07-07T15:00:00Z,3,0,13,90,0,0,1,0,0,0,1,0,0,0,0,0.000000,54,-14,2717,11,25
2062,233,110,3,1,False,2024-07-13T15:00:00Z,0,0,14,45,0,0,0,0,0,0,0,0,0,0,0,0.000000,54,-8,2708,13,21
2063,233,123,6,1,True,2024-07-20T18:15:00Z,2,3,15,90,0,0,0,3,0,0,1,0,0,0,0,0.000000,54,-14,2693,19,33
2064,233,131,16,2,False,2024-07-28T17:15:00Z,1,0,16,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,54,-32,2659,3,35
2065,233,141,8,2,False,2024-08-11T17:15:00Z,1,2,18,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,54,-11,2621,3,14
2066,233,157,4,3,True,2024-08-25T15:00:00Z,3,0,20,90,0,0,1,0,0,0,0,0,0,0,0,0.000000,54,-7,2586,8,15
2067,233,166,11,0,False,2024-09-01T15:00:00Z,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,54,-9,2577,7,16
2068,233,172,3,2,True,2024-09-14T16:00:00Z,6,1,22,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,54,-31,2546,7,38
2069,233,149,7,0,False,2024-09-18T16:00:00Z,0,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,54,-31,2546,7,38
2070,233,180,6,3,False,2024-09-23T17:00:00Z,1,1,23,75,0,0,1,0,0,0,0,0,0,0,0,0.000000,54,-25,2521,2,27
2071,233,188,15,5,True,2024-09-28T12:00:00Z,5,3,24,77,0,1,0,1,0,0,0,0,0,0,0,0.000000,54,-5,2517,5,10
2072,233,197,12,2,True,2024-10-19T14:00:00Z,0,1,25,85,0,0,0,1,0,0,0,0,0,0,0,0.000000,54,0,2516,8,8
2073,233,204,5,3,False,2024-10-27T16:00:00Z,0,3,26,63,0,0,1,0,0,0,0,0,0,0,0,0.000000,54,-2,2515,4,6
2074,233,212,1,2,True,2024-11-03T16:00:00Z,3,3,27,90,0,0,0,3,0,0,0,0,0,0,0,0.000000,54,-1,2512,1,2
2075,233,223,13,5,False,2024-11-10T16:00:00Z,2,2,28,90,0,1,0,2,0,0,0,0,0,0,0,0.000000,54,-4,2509,1,5
2076,233,228,2,2,True,2024-11-23T16:00:00Z,2,1,29,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,54,-1,2510,12,13
2077,233,240,14,2,False,2024-12-01T16:00:00Z,1,0,30,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,54,-6,2499,6,12
2078,264,5,12,6,True,2024-04-01T15:00:00Z,2,0,1,90,0,0,1,0,0,0,0,0,0,0,0,0.000000,45,0,7697,0,0
2079,264,14,14,2,False,2024-04-07T15:00:00Z,1,0,2,73,0,0,0,1,0,0,0,0,0,0,0,0.000000,45,64,8216,223,159
2080,264,20,4,11,True,2024-04-14T15:00:00Z,1,0,3,90,0,1,1,0,0,0,0,0,0,2,0,0.000000,45,-269,7949,62,331
2081,264,28,5,1,False,2024-04-21T15:00:00Z,1,3,4,90,0,0,0,1,0,0,1,0,0,0,0,0.000000,45,910,9022,1396,486
2082,264,34,1,1,True,2024-04-27T16:00:00Z,1,3,5,90,0,0,0,3,0,0,0,0,0,0,0,0.000000,45,-20,9027,404,424
2083,264,42,2,1,False,2024-05-04T16:00:00Z,3,0,6,82,0,0,0,3,0,0,0,0,0,0,0,0.000000,46,-120,8938,278,398
2084,264,50,9,1,False,2024-05-11T16:00:00Z,2,2,7,90,0,0,0,2,0,0,0,0,0,0,0,0.000000,46,-249,8691,76,325
2085,264,63,6,0,True,2024-05-16T16:00:00Z,1,3,8,59,0,0,0,2,0,0,0,0,0,0,0,0.000000,46,312,9025,496,184
2086,264,73,15,1,False,2024-05-20T17:15:00Z,3,2,9,79,0,0,0,3,0,0,0,0,0,0,0,0.000000,46,-414,8604,29,443
2087,264,78,7,2,True,2024-05-26T15:00:00Z,2,1,10,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,46,-420,7749,11,431
2088,264,92,3,2,True,2024-06-02T17:15:00Z,1,1,11,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,46,-169,8036,46,215
2089,264,99,16,0,False,2024-06-30T13:00:00Z,4,2,12,90,0,0,0,4,0,0,0,0,0,0,0,0.000000,45,-217,7806,25,242
2090,264,107,10,2,True,2024-07-07T17:15:00Z,2,1,13,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,45,-127,7701,37,164
2091,264,109,13,1,False,2024-07-12T17:00:00Z,4,1,14,64,0,0,0,3,0,0,0,0,0,0,0,0.000000,45,-159,7536,26,185
2092,264,125,3,0,False,2024-07-27T16:00:00Z,2,2,16,90,0,0,0,2,0,0,1,0,0,0,0,0.000000,45,-282,6964,26,308
2093,264,136,15,6,True,2024-08-04T17:15:00Z,1,0,17,90,0,0,1,0,0,0,0,0,0,0,0,0.000000,45,158,7142,337,179
2094,264,140,6,0,False,2024-08-11T15:00:00Z,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,45,80,7222,155,75
2095,264,150,16,0,True,2024-08-18T17:15:00Z,2,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,45,-1081,5884,47,1128
2096,264,124,8,0,True,2024-08-21T17:00:00Z,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,45,-1081,5884,47,1128
2097,264,158,10,0,False,2024-08-25T17:15:00Z,1,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,45,-552,5610,0,552
2098,264,166,9,0,True,2024-09-01T15:00:00Z,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,45,-327,5286,0,327
2099,264,171,8,0,False,2024-09-15T17:15:00Z,1,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,45,-155,5068,1,156
2100,264,182,5,9,True,2024-09-22T15:00:00Z,4,0,23,74,0,1,1,0,0,0,0,0,0,0,0,0.000000,45,-74,5060,3,77
2101,264,190,12,1,False,2024-09-29T17:15:00Z,0,1,24,14,0,0,0,0,0,0,0,0,0,0,0,0.000000,45,-6,5054,14,20
2102,264,198,2,1,True,2024-10-20T12:30:00Z,1,2,25,4,0,0,0,0,0,0,0,0,0,0,0,0.000000,45,-27,5026,7,34
2103,264,201,1,1,False,2024-10-28T18:00:00Z,2,3,26,90,0,0,0,2,0,0,0,0,0,0,0,0.000000,45,-13,5016,0,13
2104,264,214,14,15,True,2024-11-03T18:15:00Z,1,0,27,90,1,0,1,0,0,0,0,0,0,3,0,0.000000,45,-11,5007,9,20
2105,264,219,4,6,False,2024-11-10T16:00:00Z,0,2,28,90,0,0,1,0,0,0,0,0,0,0,0,0.000000,45,290,5384,298,8
2106,264,230,13,8,True,2024-11-23T16:00:00Z,1,1,29,90,1,0,0,1,0,0,1,0,0,1,0,0.000000,46,811,6299,828,17
2107,264,237,7,6,False,2024-12-01T16:00:00Z,0,4,30,85,0,0,1,0,0,0,0,0,0,0,0,0.000000,47,646,7368,662,16
2108,164,3,8,5,False,2024-04-01T15:00:00Z,2,3,1,90,0,1,0,2,0,0,0,0,0,0,0,0.000000,65,0,407,0,0
2109,164,10,6,9,True,2024-04-07T12:30:00Z,1,1,2,88,1,0,0,1,0,0,0,0,0,2,0,0.000000,65,21,489,34,13
2110,164,18,9,2,False,2024-04-14T15:00:00Z,2,0,3,68,0,0,0,2,0,0,0,0,0,0,0,0.000000,65,230,887,264,34
