,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,own_goals,opta_index,value,transfers_balance,selected,transfers_in,transfers_out
3169,48,16,13,0,True,2024-04-13T16:00:00Z,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,20,851,27,7
3170,48,32,16,0,False,2024-04-21T15:00:00Z,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,3,875,70,67
3171,48,35,12,0,True,2024-04-28T15:00:00Z,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,10,893,45,35
3172,48,46,10,0,False,2024-05-05T15:00:00Z,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-22,874,18,40
3173,48,53,6,0,False,2024-05-12T15:00:00Z,1,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-16,858,6,22
3174,48,60,14,0,True,2024-05-16T16:00:00Z,4,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-19,840,7,26
3175,48,69,8,0,False,2024-05-20T15:00:00Z,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-19,821,3,22
3176,48,75,15,0,True,2024-05-25T16:00:00Z,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-23,736,1,24
3177,48,83,15,0,False,2024-05-29T17:00:00Z,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-23,736,1,24
3178,48,92,11,0,False,2024-06-02T17:15:00Z,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-7,797,3,10
3179,48,105,7,0,False,2024-07-08T17:00:00Z,3,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,0,756,3,3
3180,48,110,9,0,True,2024-07-13T15:00:00Z,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,0,757,2,2
3181,48,120,4,0,False,2024-07-21T15:00:00Z,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,-11,742,6,17
3182,48,125,11,0,True,2024-07-27T16:00:00Z,2,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,-11,736,20,31
3183,48,133,6,0,True,2024-08-04T15:00:00Z,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,-13,723,3,16
3184,48,145,5,0,True,2024-08-14T17:00:00Z,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,-9,715,2,11
3185,48,146,2,0,True,2024-08-18T12:30:00Z,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,-7,695,6,13
3186,48,155,5,0,False,2024-08-25T15:00:00Z,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,-6,702,3,9
3187,48,162,10,0,True,2024-08-31T16:00:00Z,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,-11,693,3,14
3188,48,172,9,0,False,2024-09-14T16:00:00Z,6,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,-5,682,9,14
3189,48,178,16,0,True,2024-09-22T17:15:00Z,3,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,3,691,6,3
3190,48,191,13,0,False,2024-09-28T18:00:00Z,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,1,693,4,3
3191,48,193,8,0,True,2024-10-20T17:15:00Z,2,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,5,700,6,1
3192,48,208,14,0,False,2024-10-26T16:00:00Z,2,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,-5,695,0,5
3193,48,209,7,0,True,2024-11-03T16:00:00Z,1,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,0,694,0,0
3194,48,217,1,0,False,2024-11-10T18:15:00Z,2,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,-2,691,0,2
3195,48,225,4,0,True,2024-11-23T16:00:00Z,1,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,1,692,2,1
3196,48,238,12,0,False,2024-12-01T16:00:00Z,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,1,694,1,0
3197,139,8,4,1,True,2024-04-02T17:00:00Z,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,0,358,0,0
3198,139,10,7,0,False,2024-04-07T12:30:00Z,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,30,455,64,34
3199,139,23,14,0,True,2024-04-16T17:00:00Z,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-11,443,10,21
3200,139,31,13,1,False,2024-04-21T15:00:00Z,0,2,4,15,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-62,389,3,65
3201,139,36,2,0,True,2024-04-28T15:00:00Z,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-32,359,5,37
3202,139,44,5,0,False,2024-05-05T15:00:00Z,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-20,340,5,25
3203,139,53,3,-1,True,2024-05-12T15:00:00Z,1,4,7,45,0,0,0,4,0,0,0,0,0,0,0,0.000000,40,-18,324,1,19
3204,139,63,11,0,False,2024-05-16T16:00:00Z,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-19,305,0,19
3205,139,67,10,0,True,2024-05-20T15:00:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-4,301,4,8
3206,139,74,1,0,False,2024-05-24T17:00:00Z,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,-2,287,3,5
3207,139,88,12,0,True,2024-06-02T15:00:00Z,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,-6,295,4,10
3208,139,94,8,0,False,2024-06-27T19:15:00Z,2,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,-6,285,2,8
3209,139,104,16,0,True,2024-07-07T15:00:00Z,1,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,-7,281,0,7
3210,139,116,15,0,False,2024-07-13T20:00:00Z,1,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,-7,273,0,7
3211,139,123,9,0,False,2024-07-20T18:15:00Z,2,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,-10,263,0,10
3212,139,126,1,0,True,2024-07-27T14:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,-20,242,0,20
3213,139,133,3,0,False,2024-08-04T15:00:00Z,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,-6,238,0,6
3214,139,140,11,0,True,2024-08-11T15:00:00Z,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,-4,234,0,4
3215,139,148,15,0,True,2024-08-18T15:00:00Z,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,-4,230,0,4
3216,139,164,8,0,True,2024-08-30T17:00:00Z,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,0,226,0,0
3217,139,176,16,0,False,2024-09-14T14:00:00Z,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,0,226,0,0
3218,139,154,2,0,False,2024-09-18T17:00:00Z,2,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,0,226,0,0
3219,139,180,9,0,True,2024-09-23T17:00:00Z,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,-1,225,0,1
3220,139,189,10,0,False,2024-09-29T15:00:00Z,1,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,0,225,0,0
3221,139,195,5,0,True,2024-10-20T15:00:00Z,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,-1,224,0,1
3222,139,206,12,0,False,2024-10-27T16:00:00Z,2,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,0,224,0,0
3223,139,210,13,0,True,2024-11-03T16:00:00Z,1,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,0,224,0,0
3224,139,224,14,0,False,2024-11-10T16:00:00Z,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,-1,223,0,1
3225,139,226,7,0,True,2024-11-23T16:00:00Z,1,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,-1,222,0,1
3226,139,235,4,0,False,2024-12-01T16:00:00Z,0,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,0,222,0,0
3227,341,4,9,1,False,2024-04-01T15:00:00Z,4,0,1,90,0,0,0,4,0,0,1,0,0,0,0,0.000000,65,0,288,0,0
3228,341,14,11,3,True,2024-04-07T15:00:00Z,1,0,2,69,0,0,1,0,0,0,0,0,0,0,0,0.000000,65,0,313,19,19
3229,341,23,6,9,False,2024-04-16T17:00:00Z,1,3,3,90,1,0,0,1,0,0,0,0,0,2,0,0.000000,65,-19,300,5,24
3230,341,26,4,3,False,2024-04-21T12:30:00Z,0,1,4,84,0,0,1,0,0,0,0,0,0,0,0,0.000000,65,118,423,159,41
3231,341,39,7,2,True,2024-04-28T15:00:00Z,2,2,5,65,0,0,0,2,0,0,0,0,0,0,0,0.000000,65,34,457,60,26
3232,341,43,1,2,False,2024-05-05T15:00:00Z,1,0,6,86,0,0,0,1,0,0,0,0,0,0,0,0.000000,65,-47,410,9,56
3233,341,55,16,1,True,2024-05-12T15:00:00Z,0,1,7,90,0,0,0,1,0,0,1,0,0,0,0,0.000000,65,15,425,29,14
3234,341,60,3,0,False,2024-05-16T16:00:00Z,4,1,8,75,0,0,0,4,0,0,0,0,0,0,1,0.000000,65,-19,406,6,25
3235,341,72,5,3,True,2024-05-20T15:00:00Z,2,0,9,60,0,0,1,0,0,0,0,0,0,0,0,0.000000,65,-13,394,8,21
3236,341,79,13,1,False,2024-05-26T15:00:00Z,1,3,10,13,0,0,0,1,0,0,0,0,0,0,0,0.000000,65,-32,348,1,33
3237,341,90,10,0,True,2024-06-02T15:00:00Z,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,65,-59,307,0,59
3238,341,95,2,0,False,2024-06-28T17:00:00Z,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,65,-22,285,0,22
3239,341,108,12,1,True,2024-07-08T17:00:00Z,1,1,13,7,0,0,0,0,0,0,0,0,0,0,0,0.000000,65,-6,280,0,6
3240,341,111,8,1,False,2024-07-13T15:00:00Z,3,1,14,34,0,0,0,0,0,0,0,0,0,0,0,0.000000,65,-8,272,0,8
3241,341,119,15,1,True,2024-07-21T12:30:00Z,0,1,15,55,0,0,0,1,0,0,0,0,0,0,0,0.000000,64,1,275,1,0
3242,341,128,10,1,False,2024-07-28T15:00:00Z,2,0,16,33,0,0,0,0,0,0,0,0,0,0,0,0.000000,64,-2,272,2,4
3243,341,138,2,1,True,2024-08-04T15:00:00Z,2,3,17,45,0,0,0,1,0,0,0,0,0,0,0,0.000000,64,-5,267,0,5
3244,341,143,12,8,False,2024-08-09T17:00:00Z,2,2,18,72,1,0,0,1,0,0,0,0,0,1,0,0.000000,64,-1,266,1,2
3245,341,152,8,2,True,2024-08-17T16:00:00Z,3,2,19,64,0,0,0,2,0,0,0,0,0,0,0,0.000000,64,4,275,5,1
3246,341,160,16,2,False,2024-08-25T15:00:00Z,5,2,20,64,0,0,0,4,0,0,0,0,0,0,0,0.000000,64,-1,269,3,4
3247,341,167,1,2,True,2024-09-01T15:00:00Z,0,1,21,64,0,0,0,1,0,0,0,0,0,0,0,0.000000,64,-1,268,2,3
3248,341,170,5,3,False,2024-09-15T15:00:00Z,0,0,22,72,0,0,1,0,0,0,0,0,0,0,0,0.000000,64,-2,266,0,2
3249,341,183,13,5,True,2024-09-21T14:00:00Z,2,1,23,63,0,1,0,1,0,0,0,0,0,0,0,0.000000,64,9,277,10,1
3250,341,192,4,11,True,2024-09-29T12:30:00Z,1,1,24,69,1,0,1,0,0,0,0,0,0,3,0,0.000000,64,-1,275,1,2
3251,341,196,7,1,False,2024-10-20T15:00:00Z,0,0,25,16,0,0,0,0,0,0,0,0,0,0,0,0.000000,64,19,314,22,3
3252,341,208,3,0,True,2024-10-26T16:00:00Z,2,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,64,-19,294,1,20
3253,341,214,11,0,False,2024-11-03T18:15:00Z,1,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,64,-13,281,0,13
3254,341,224,6,0,True,2024-11-10T16:00:00Z,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,64,-2,279,0,2
3255,341,231,15,0,False,2024-11-23T16:00:00Z,2,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,64,-4,275,0,4
3256,341,240,9,0,True,2024-12-01T16:00:00Z,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,64,-3,271,0,3
3257,284,5,12,3,True,2024-04-01T15:00:00Z,2,0,1,81,0,0,1,0,0,0,0,0,0,0,0,0.000000,55,0,120,0,0
3258,284,14,14,2,False,2024-04-07T15:00:00Z,1,0,2,73,0,0,0,1,0,0,0,0,0,0,0,0.000000,55,0,150,13,13
3259,284,20,4,3,True,2024-04-14T15:00:00Z,1,0,3,65,0,0,1,0,0,0,0,0,0,0,0,0.000000,55,6,161,18,12
3260,284,28,5,5,False,2024-04-21T15:00:00Z,1,3,4,90,0,1,0,1,0,0,0,0,0,0,0,0.000000,55,9,174,28,19
3261,284,34,1,5,True,2024-04-27T16:00:00Z,1,3,5,90,0,1,0,3,0,0,0,0,0,0,0,0.000000,55,27,206,44,17
3262,284,42,2,2,False,2024-05-04T16:00:00Z,3,0,6,70,0,0,0,2,0,0,0,0,0,0,0,0.000000,55,56,268,81,25
3263,284,50,9,2,False,2024-05-11T16:00:00Z,2,2,7,72,0,0,0,1,0,0,0,0,0,0,0,0.000000,55,4,274,18,14
3264,284,63,6,1,True,2024-05-16T16:00:00Z,1,3,8,45,0,0,0,1,0,0,0,0,0,0,0,0.000000,55,4,277,24,20
3265,284,73,15,10,False,2024-05-20T17:15:00Z,3,2,9,79,1,1,0,3,0,0,0,0,0,0,0,0.000000,55,-30,249,1,31
3266,284,78,7,4,True,2024-05-26T15:00:00Z,2,1,10,67,0,1,0,1,0,0,1,0,0,0,0,0.000000,55,32,275,41,9
3267,284,92,3,2,True,2024-06-02T17:15:00Z,1,1,11,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,55,128,432,137,9
3268,284,99,16,4,False,2024-06-30T13:00:00Z,4,2,12,90,0,1,0,4,0,0,1,0,0,0,0,0.000000,55,42,475,56,14
3269,284,107,10,2,True,2024-07-07T17:15:00Z,2,1,13,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,55,61,538,75,14
3270,284,109,13,2,False,2024-07-12T17:00:00Z,4,1,14,60,0,0,0,3,0,0,0,0,0,0,0,0.000000,55,71,609,90,19
3271,284,125,3,10,False,2024-07-27T16:00:00Z,2,2,16,90,1,0,0,2,0,0,0,0,0,3,0,0.000000,55,-40,568,25,65
3272,284,136,15,1,True,2024-08-04T17:15:00Z,1,0,17,58,0,0,0,0,0,0,0,0,0,0,0,0.000000,55,111,688,130,19
3273,284,140,6,1,False,2024-08-11T15:00:00Z,1,0,18,30,0,0,0,0,0,0,0,0,0,0,0,0.000000,56,9,691,63,54
3274,284,150,16,5,True,2024-08-18T17:15:00Z,2,1,19,90,0,1,0,1,0,0,0,0,0,0,0,0.000000,56,337,1311,407,70
3275,284,124,8,3,True,2024-08-21T17:00:00Z,4,0,19,90,0,0,1,0,0,0,0,0,0,0,0,0.000000,56,337,1311,407,70
3276,284,158,10,2,False,2024-08-25T17:15:00Z,1,3,20,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,56,-37,986,76,113
3277,284,166,9,2,True,2024-09-01T15:00:00Z,2,1,21,71,0,0,0,1,0,0,0,0,0,0,0,0.000000,56,-89,901,51,140
3278,284,171,8,1,False,2024-09-15T17:15:00Z,1,1,22,38,0,0,0,1,0,0,0,0,0,0,0,0.000000,56,-66,753,33,99
3279,284,182,5,0,True,2024-09-22T15:00:00Z,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,56,-124,710,9,133
3280,284,190,12,1,False,2024-09-29T17:15:00Z,0,1,24,14,0,0,0,0,0,0,0,0,0,0,0,0.000000,55,-103,607,7,110
3281,284,198,2,2,True,2024-10-20T12:30:00Z,1,2,25,77,0,0,0,2,0,0,0,0,0,0,0,0.000000,55,-50,559,4,54
3282,284,201,1,1,False,2024-10-28T18:00:00Z,2,3,26,6,0,0,0,0,0,0,0,0,0,0,0,0.000000,54,-25,538,2,27
3283,284,214,14,1,True,2024-11-03T18:15:00Z,1,0,27,28,0,0,0,0,0,0,0,0,0,0,0,0.000000,54,-21,521,3,24
3284,284,219,4,1,False,2024-11-10T16:00:00Z,0,2,28,17,0,0,0,0,0,0,0,0,0,0,0,0.000000,53,-18,497,3,21
3285,284,230,13,1,True,2024-11-23T16:00:00Z,1,1,29,13,0,0,0,1,0,0,0,0,0,0,0,0.000000,53,-15,482,2,17
3286,284,237,7,1,False,2024-12-01T16:00:00Z,0,4,30,4,0,0,0,0,0,0,0,0,0,0,0,0.000000,52,-13,468,3,16
3287,183,3,7,7,True,2024-04-01T15:00:00Z,2,3,1,76,1,0,0,3,0,0,0,0,0,0,0,0.000000,45,0,5895,0,0
3288,183,12,5,5,False,2024-04-07T15:00:00Z,0,2,2,90,0,0,1,0,0,0,1,0,0,0,0,0.000000,45,256,6738,392,136
3289,183,22,1,0,True,2024-04-14T17:15:00Z,0,5,3,90,0,0,0,5,0,0,0,0,0,0,0,0.000000,45,-144,6606,112,256
3290,183,30,12,0,False,2024-04-21T15:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,45,-6,6680,291,297
3291,183,37,4,1,True,2024-04-28T15:00:00Z,1,1,5,45,0,0,0,1,0,0,0,0,0,0,0,0.000000,45,-475,6197,24,499
3292,183,48,13,0,False,2024-05-05T15:00:00Z,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,45,-475,5722,4,479
3293,183,57,2,1,True,2024-05-12T17:15:00Z,0,2,7,14,0,0,0,0,0,0,0,0,0,0,0,0.000000,44,-425,5303,3,428
3294,183,65,16,1,False,2024-05-16T16:00:00Z,1,4,8,90,0,0,0,1,0,0,1,0,0,0,0,0.000000,44,-367,4932,8,375
3295,183,69,3,0,True,2024-05-20T15:00:00Z,0,3,9,11,0,0,0,2,0,0,0,0,0,0,0,0.000000,44,-211,4730,6,217
3296,183,77,10,9,False,2024-05-26T15:00:00Z,2,1,10,90,1,0,0,2,0,0,0,0,0,2,0,0.000000,43,-236,4383,8,244
3297,183,91,15,2,False,2024-06-02T15:00:00Z,1,2,11,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,43,-25,4482,53,78
3298,183,94,6,11,True,2024-06-27T19:15:00Z,2,1,12,90,1,0,0,1,0,0,0,0,0,3,0,0.000000,43,-3,4474,59,62
3299,183,106,9,1,False,2024-07-07T15:00:00Z,3,0,13,90,0,0,0,3,0,0,0,0,0,0,0,0.000000,43,247,4742,275,28
3300,183,111,14,2,True,2024-07-13T15:00:00Z,3,1,14,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,43,51,4795,109,58
3301,183,127,13,4,True,2024-07-28T15:00:00Z,2,2,16,90,0,1,0,2,0,0,0,0,0,0,0,0.000000,43,107,4869,244,137
3302,183,135,7,0,False,2024-08-04T15:00:00Z,2,1,17,90,0,0,0,2,0,0,1,0,0,0,0,0.000000,43,60,4929,119,59
3303,183,141,9,0,True,2024-08-11T17:15:00Z,1,2,18,90,0,0,0,2,0,0,1,0,0,0,0,0.000000,43,-37,4896,51,88
3304,183,152,14,0,False,2024-08-17T16:00:00Z,3,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,43,-502,4173,43,545
3305,183,124,11,0,False,2024-08-21T17:00:00Z,4,0,19,90,0,0,0,4,0,0,0,0,0,0,0,0.000000,43,-502,4173,43,545
3306,183,156,15,2,True,2024-08-25T12:30:00Z,0,1,20,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,43,-101,4307,31,132
3307,183,164,6,1,False,2024-08-30T17:00:00Z,2,0,21,90,0,0,0,2,0,0,0,0,0,0,0,0.000000,43,-69,4237,41,110
3308,183,171,11,5,True,2024-09-15T17:15:00Z,1,1,22,90,0,1,0,1,0,0,0,0,0,0,0,0.000000,43,-130,4021,18,148
3309,183,179,4,0,False,2024-09-21T16:00:00Z,5,0,23,90,0,0,0,5,0,0,0,0,0,0,0,0.000000,43,-20,4098,47,67
3310,183,187,16,-1,True,2024-09-29T15:00:00Z,1,4,24,90,0,0,0,4,0,0,1,0,0,0,0,0.000000,43,-76,4014,6,82
3311,183,193,3,0,False,2024-10-20T17:15:00Z,2,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,43,-72,3950,8,80
3312,183,205,10,0,True,2024-10-27T16:00:00Z,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,43,-26,3922,15,41
3313,183,211,5,0,True,2024-11-03T16:00:00Z,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,43,-51,3872,3,54
3314,183,218,2,0,False,2024-11-09T17:00:00Z,2,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,43,-72,3791,3,75
3315,183,227,12,0,True,2024-11-23T16:00:00Z,0,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,42,-42,3741,2,44
3316,183,233,1,0,False,2024-12-01T16:00:00Z,5,2,30,90,0,0,0,5,0,0,0,0,0,0,0,0.000000,42,-36,3685,1,37
3317,117,1,10,7,False,2024-03-31T16:00:00Z,1,2,1,90,0,1,0,1,0,0,0,0,0,2,0,0.000000,45,0,410,0,0
3318,117,12,8,1,True,2024-04-07T15:00:00Z,0,2,2,71,0,0,0,2,0,0,0,0,0,0,0,0.000000,45,306,1385,357,51
3319,117,21,15,5,False,2024-04-14T15:00:00Z,0,1,3,90,0,0,1,0,0,0,1,0,0,0,0,0.000000,45,-66,1334,12,78
3320,117,28,11,1,True,2024-04-21T15:00:00Z,1,3,4,90,0,0,0,3,0,0,0,0,0,0,0,0.000000,45,52,1407,172,120
3321,117,38,9,1,False,2024-04-28T15:00:00Z,2,1,5,90,0,0,0,2,0,0,0,0,0,0,0,0.000000,45,-45,1364,20,65
3322,117,44,6,2,True,2024-05-05T15:00:00Z,0,1,6,73,0,0,0,1,0,0,0,0,0,0,0,0.000000,45,223,1597,294,71
3323,117,52,4,0,False,2024-05-12T15:00:00Z,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,45,-10,1587,37,47
3324,117,61,7,1,True,2024-05-16T16:00:00Z,1,0,8,27,0,0,0,0,0,0,0,0,0,0,0,0.000000,45,-136,1451,2,138
3325,117,72,14,1,False,2024-05-20T15:00:00Z,2,0,9,35,0,0,0,0,0,0,0,0,0,0,0,0.000000,45,-107,1341,1,108
3326,117,76,12,0,True,2024-05-26T15:00:00Z,2,1,10,16,0,0,0,0,0,0,1,0,0,0,0,0.000000,45,-56,1220,0,56
3327,117,87,1,1,True,2024-06-02T15:00:00Z,0,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0.000000,45,-79,1216,0,79
3328,117,103,13,5,True,2024-07-07T15:00:00Z,1,2,13,86,0,1,0,1,0,0,0,0,0,0,0,0.000000,44,-23,1132,0,23
3329,117,115,2,2,False,2024-07-13T17:15:00Z,1,1,14,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,44,-11,1122,4,15
3330,117,121,16,5,True,2024-07-21T15:00:00Z,1,0,15,90,0,0,1,0,0,0,1,0,0,0,0,0.000000,44,-9,1111,3,12
3331,117,129,12,0,False,2024-07-28T15:00:00Z,4,3,16,90,0,0,0,4,0,0,0,0,0,0,0,0.000000,44,37,1152,56,19
3332,117,132,1,6,False,2024-08-03T16:00:00Z,4,2,17,90,1,0,0,4,0,0,0,0,0,0,0,0.000000,44,15,1167,24,9
3333,117,139,4,2,True,2024-08-10T14:00:00Z,0,1,18,74,0,0,0,1,0,0,0,0,0,0,0,0.000000,44,633,1811,647,14
3334,117,145,3,2,False,2024-08-14T17:00:00Z,1,0,18,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,44,633,1811,647,14
3335,117,151,13,1,False,2024-08-18T15:00:00Z,2,2,19,90,0,0,0,2,0,0,0,0,0,0,0,0.000000,44,-71,1677,16,87
3336,117,155,3,1,True,2024-08-25T15:00:00Z,1,0,20,26,0,0,0,0,0,0,0,0,0,0,0,0.000000,44,-107,1625,13,120
3337,117,165,7,1,False,2024-09-01T15:00:00Z,2,2,21,90,0,0,0,2,0,0,0,0,0,0,0,0.000000,44,-123,1498,5,128
3338,117,170,14,6,True,2024-09-15T15:00:00Z,0,0,22,90,0,0,1,0,0,0,0,0,0,0,0,0.000000,44,-105,1272,2,107
3339,117,182,11,1,False,2024-09-22T15:00:00Z,4,0,23,81,0,0,0,3,0,0,0,0,0,0,0,0.000000,44,-80,1318,1,81
3340,117,186,2,1,True,2024-09-28T16:00:00Z,0,1,24,90,0,0,0,1,0,0,1,0,0,0,0,0.000000,44,-32,1287,5,37
3341,117,195,6,0,False,2024-10-20T15:00:00Z,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,44,-65,1223,0,65
3342,117,204,9,0,True,2024-10-27T16:00:00Z,0,3,26,29,0,0,0,2,0,0,0,0,0,0,0,0.000000,44,-19,1207,0,19
3343,117,211,8,1,False,2024-11-03T16:00:00Z,0,1,27,1,0,0,0,0,0,0,0,0,0,0,0,0.000000,44,-20,1185,0,20
3344,117,220,15,1,True,2024-11-10T16:00:00Z,2,0,28,6,0,0,0,0,0,0,0,0,0,0,0,0.000000,44,-19,1166,0,19
3345,117,232,16,0,False,2024-11-23T16:00:00Z,5,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,44,-11,1148,1,12
3346,117,236,10,0,True,2024-12-01T16:00:00Z,2,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,44,-2,1149,8,10
3347,225,4,14,10,True,2024-04-01T15:00:00Z,4,0,1,90,0,1,1,0,0,0,0,0,0,1,0,0.000000,55,0,2880,0,0
3348,225,11,4,8,False,2024-04-07T15:00:00Z,0,1,2,90,0,0,1,0,0,0,0,0,0,2,0,0.000000,55,932,4645,1021,89
3349,225,18,7,6,True,2024-04-14T15:00:00Z,2,0,3,90,0,0,1,0,0,0,0,0,0,0,0,0.000000,56,602,5464,655,53
3350,225,25,10,0,True,2024-04-17T16:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,56,602,5464,655,53
3351,225,33,1,2,False,2024-04-21T17:15:00Z,1,1,4,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,56,23,5508,227,204
3352,225,38,5,2,True,2024-04-28T15:00:00Z,2,1,5,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,56,149,5700,265,116
3353,225,47,12,2,False,2024-05-05T15:00:00Z,3,1,6,74,0,0,0,1,0,0,0,0,0,0,0,0.000000,56,41,5759,200,159
3354,225,50,11,1,True,2024-05-11T16:00:00Z,2,2,7,90,0,0,0,2,0,0,0,0,0,0,0,0.000000,56,-18,5768,120,138
3355,225,62,10,6,False,2024-05-16T16:00:00Z,0,4,8,90,0,0,1,0,0,0,0,0,0,0,0,0.000000,56,-54,5729,107,161
